Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
max_no_improvement_generations_200,LetterA.col,1,0.002469828128814697,0.2542135715484619,166.66666666666666,166.66666666666666,3,0.43348355293273927,166.66666666666669
max_no_improvement_generations_200,LetterA.col,2,0.0027327418327331545,0.2796511650085449,166.66666666666666,166.66666666666666,3,0.43348355293273927,166.66666666666669
max_no_improvement_generations_200,LetterA.col,3,0.0032292914390563963,0.331986665725708,166.66666666666666,166.66666666666666,3,0.43348355293273927,166.66666666666669
max_no_improvement_generations_200,LetterA.col,4,0.004966881275177002,0.504108190536499,166.66666666666666,166.66666666666666,3,0.43348355293273927,166.66666666666669
max_no_improvement_generations_200,LetterA.col,5,0.0045331048965454104,0.46277332305908203,166.66666666666666,166.66666666666666,3,0.43348355293273927,166.66666666666669
max_no_improvement_generations_200,LetterA.col,6,0.004907493591308594,0.5085940361022949,166.66666666666666,166.66666666666666,3,0.43348355293273927,166.66666666666669
max_no_improvement_generations_200,LetterA.col,7,0.004619452953338623,0.4720604419708252,166.66666666666666,166.66666666666666,3,0.43348355293273927,166.66666666666669
max_no_improvement_generations_200,LetterA.col,8,0.0048971080780029295,0.5044739246368408,166.66666666666666,166.66666666666666,3,0.43348355293273927,166.66666666666669
max_no_improvement_generations_200,LetterA.col,9,0.00488314151763916,0.5003776550292969,166.66666666666666,166.66666666666666,3,0.43348355293273927,166.66666666666669
max_no_improvement_generations_200,LetterA.col,10,0.0050462460517883305,0.5165965557098389,166.66666666666666,166.66666666666666,3,0.43348355293273927,166.66666666666669
