Experiment,Graph,Avg_Generation_Time,Total_Run_Time,Final_Fitness_Value,Best_Fitness_Value,Avg_Number_of_Colors_Used,Avg_Total_Time,Avg_Fitness,Fitness_Std
max_no_improvement_generations_200,BullGraph.col,0.00537633633613583,0.5523674964904786,125.0,125.0,4.0,0.5523674964904786,125.0,0.0
max_no_improvement_generations_200,ButterflyGraph.col,0.00644475173950191,0.6657996892929077,166.66666666666666,166.66666666666666,3.0,0.6657996892929077,166.66666666666669,0.0
max_no_improvement_generations_200,CubeGraph.col,0.00614150786399836,0.6375649690628051,194.66666666666669,194.66666666666669,4.2,0.6375649690628051,194.66666666666669,31.552425509864626
max_no_improvement_generations_200,Cycle3.col,0.00482703137397761,0.49453790187835694,150.0,150.0,2.0,0.49453790187835694,150.0,0.0
max_no_improvement_generations_200,Cycle4.col,0.00485968518257137,0.4978529214859009,200.0,200.0,2.0,0.4978529214859009,200.0,0.0
max_no_improvement_generations_200,Cycle5.col,0.00499444556236262,0.5129043340682984,191.66666666666666,191.66666666666666,2.7,0.5129043340682984,191.66666666666669,40.25382429497066
max_no_improvement_generations_200,DiamondGraph.col,0.0046801471710204694,0.4844245672225952,200.0,200.0,2.0,0.4844245672225952,200.0,0.0
max_no_improvement_generations_200,GrötzschGraph.col,0.00953030729293819,0.9926155090332032,189.09523809523807,189.09523809523807,5.9,0.9926155090332032,189.09523809523807,23.742179893010217
max_no_improvement_generations_200,K4Graph.col,0.00423446512222287,0.44730467796325685,133.33333333333334,133.33333333333334,3.0,0.44730467796325685,133.33333333333331,0.0
max_no_improvement_generations_200,K5Graph.col,0.00454527807235713,0.5058304071426392,125.0,125.0,4.0,0.5058304071426392,125.0,0.0
max_no_improvement_generations_200,LetterA.col,0.0042285289764403804,0.43348355293273927,166.66666666666666,166.66666666666666,3.0,0.43348355293273927,166.66666666666669,0.0
max_no_improvement_generations_200,LetterB.col,0.00560671520233149,0.575410532951355,230.0,230.0,2.7,0.575410532951355,230.0,48.3045891539648
max_no_improvement_generations_200,LetterC.col,0.0043329935073852,0.4433277130126953,200.0,200.0,2.0,0.4433277130126953,200.0,0.0
max_no_improvement_generations_200,LetterD.col,0.0045722992420196,0.46782679557800294,200.0,200.0,2.0,0.46782679557800294,200.0,0.0
max_no_improvement_generations_200,LetterE.col,0.00601324152946468,0.6168306350708008,245.0,245.0,2.6,0.6168306350708008,245.0,59.86094998689324
max_no_improvement_generations_200,LetterF.col,0.00452934956550594,0.4621589183807373,241.66666666666666,241.66666666666666,2.1,0.4621589183807373,241.6666666666666,26.352313834736492
max_no_improvement_generations_200,MoserSpindle.col,0.007822487354278509,0.8127326726913452,186.66666666666666,186.66666666666666,3.8,0.8127326726913452,186.66666666666669,24.59549291242072
max_no_improvement_generations_200,Octahedron.col,0.00617626690864558,0.6524823904037476,195.0,195.0,3.1,0.6524823904037476,195.0,15.8113883008419
max_no_improvement_generations_200,PetersenGraph.col,0.00902677416801448,0.9416829347610474,184.28571428571428,184.28571428571428,5.5,0.9416829347610474,184.2857142857143,21.419751271198983
max_no_improvement_generations_200,Square.col,0.00472580218315121,0.4835530996322632,200.0,200.0,2.0,0.4835530996322632,200.0,0.0
max_no_improvement_generations_200,Triangle.col,0.0032758693695067896,0.33701028823852536,150.0,150.0,2.0,0.3370102882385254,150.0,0.0
max_no_improvement_generations_200,Wheel6Graph.col,0.00459763717651362,0.48117289543151853,150.0,150.0,4.0,0.4811728954315185,150.0,0.0
max_no_improvement_generations_200,example_graph,0.00587448334693903,0.604944896697998,194.66666666666669,194.66666666666669,4.2,0.604944896697998,194.66666666666669,31.552425509864623
Overall,Overall,0.005496365402055777,0.5697312956270963,183.45134575569358,183.45134575569358,3.1217391304347823,0.5697312956270963,183.45134575569358,14.062840898598534
