Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
baseline,example_graph,1,0.0014064908027648926,0.1446833610534668,200.0,200.0,4,0.14244565963745118,188.0
baseline,example_graph,2,0.0013396215438842773,0.1349642276763916,200.0,200.0,4,0.14244565963745118,188.0
baseline,example_graph,3,0.0014436125755310058,0.147108793258667,200.0,200.0,4,0.14244565963745118,188.0
baseline,example_graph,4,0.0013524007797241211,0.1372377872467041,160.0,160.0,5,0.14244565963745118,188.0
baseline,example_graph,5,0.001425173282623291,0.1455833911895752,200.0,200.0,4,0.14244565963745118,188.0
baseline,example_graph,6,0.0014294862747192382,0.14694643020629883,200.0,200.0,4,0.14244565963745118,188.0
baseline,example_graph,7,0.0012984085083007813,0.13184118270874023,160.0,160.0,5,0.14244565963745118,188.0
baseline,example_graph,8,0.001457080841064453,0.1477067470550537,160.0,160.0,5,0.14244565963745118,188.0
baseline,example_graph,9,0.0014375591278076173,0.14675498008728027,200.0,200.0,4,0.14244565963745118,188.0
baseline,example_graph,10,0.0013749265670776366,0.14162969589233398,200.0,200.0,4,0.14244565963745118,188.0
