Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
max_no_improvement_generations_200,K4Graph.col,1,0.004129610061645508,0.4314391613006592,133.33333333333334,133.33333333333334,3,0.44730467796325685,133.33333333333331
max_no_improvement_generations_200,K4Graph.col,2,0.004249739646911621,0.4492020606994629,133.33333333333334,133.33333333333334,3,0.44730467796325685,133.33333333333331
max_no_improvement_generations_200,K4Graph.col,3,0.0036933541297912596,0.39354467391967773,133.33333333333334,133.33333333333334,3,0.44730467796325685,133.33333333333331
max_no_improvement_generations_200,K4Graph.col,4,0.0038653206825256347,0.4031643867492676,133.33333333333334,133.33333333333334,3,0.44730467796325685,133.33333333333331
max_no_improvement_generations_200,K4Graph.col,5,0.004454965591430664,0.4664881229400635,133.33333333333334,133.33333333333334,3,0.44730467796325685,133.33333333333331
max_no_improvement_generations_200,K4Graph.col,6,0.004489476680755615,0.48904895782470703,133.33333333333334,133.33333333333334,3,0.44730467796325685,133.33333333333331
max_no_improvement_generations_200,K4Graph.col,7,0.004344666004180908,0.45331358909606934,133.33333333333334,133.33333333333334,3,0.44730467796325685,133.33333333333331
max_no_improvement_generations_200,K4Graph.col,8,0.0042468786239624025,0.44815492630004883,133.33333333333334,133.33333333333334,3,0.44730467796325685,133.33333333333331
max_no_improvement_generations_200,K4Graph.col,9,0.00454120397567749,0.4785420894622803,133.33333333333334,133.33333333333334,3,0.44730467796325685,133.33333333333331
max_no_improvement_generations_200,K4Graph.col,10,0.004329435825347901,0.46014881134033203,133.33333333333334,133.33333333333334,3,0.44730467796325685,133.33333333333331
