Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
crossover_prob_0.8,LetterC.col,1,0.0010215282440185548,0.10315275192260742,200.0,200.0,2,0.10678060054779052,200.0
crossover_prob_0.8,LetterC.col,2,0.0010384559631347657,0.10689592361450195,200.0,200.0,2,0.10678060054779052,200.0
crossover_prob_0.8,LetterC.col,3,0.001011345386505127,0.1031343936920166,200.0,200.0,2,0.10678060054779052,200.0
crossover_prob_0.8,LetterC.col,4,0.0010170769691467286,0.1027076244354248,200.0,200.0,2,0.10678060054779052,200.0
crossover_prob_0.8,LetterC.col,5,0.0010241222381591796,0.10640287399291992,200.0,200.0,2,0.10678060054779052,200.0
crossover_prob_0.8,LetterC.col,6,0.0010280346870422364,0.10384583473205566,200.0,200.0,2,0.10678060054779052,200.0
crossover_prob_0.8,LetterC.col,7,0.0010969066619873047,0.11269354820251465,200.0,200.0,2,0.10678060054779052,200.0
crossover_prob_0.8,LetterC.col,8,0.001045515537261963,0.10754632949829102,200.0,200.0,2,0.10678060054779052,200.0
crossover_prob_0.8,LetterC.col,9,0.0010583043098449708,0.10786843299865723,200.0,200.0,2,0.10678060054779052,200.0
crossover_prob_0.8,LetterC.col,10,0.0011255812644958495,0.11355829238891602,200.0,200.0,2,0.10678060054779052,200.0
