Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
crossover_prob_0.9,LetterD.col,1,0.001110391616821289,0.11507177352905273,200.0,200.0,2,0.11752004623413086,200.0
crossover_prob_0.9,LetterD.col,2,0.0011174678802490234,0.1127474308013916,200.0,200.0,2,0.11752004623413086,200.0
crossover_prob_0.9,LetterD.col,3,0.0011147451400756836,0.11347436904907227,200.0,200.0,2,0.11752004623413086,200.0
crossover_prob_0.9,LetterD.col,4,0.00119063138961792,0.1216118335723877,200.0,200.0,2,0.11752004623413086,200.0
crossover_prob_0.9,LetterD.col,5,0.0010881876945495605,0.10982155799865723,200.0,200.0,2,0.11752004623413086,200.0
crossover_prob_0.9,LetterD.col,6,0.0010467267036437988,0.10767054557800293,200.0,200.0,2,0.11752004623413086,200.0
crossover_prob_0.9,LetterD.col,7,0.0011936473846435548,0.12235856056213379,200.0,200.0,2,0.11752004623413086,200.0
crossover_prob_0.9,LetterD.col,8,0.001148357391357422,0.11980104446411133,200.0,200.0,2,0.11752004623413086,200.0
crossover_prob_0.9,LetterD.col,9,0.0012328362464904786,0.1242380142211914,200.0,200.0,2,0.11752004623413086,200.0
crossover_prob_0.9,LetterD.col,10,0.001264047622680664,0.12840533256530762,200.0,200.0,2,0.11752004623413086,200.0
