Experiment,Graph,Avg_Generation_Time,Total_Run_Time,Final_Fitness_Value,Best_Fitness_Value,Avg_Number_of_Colors_Used,Avg_Total_Time,Avg_Fitness,Fitness_Std
max_no_improvement_generations_50,BullGraph.col,0.00431426954269404,0.44381251335144045,125.0,125.0,4.0,0.44381251335144045,125.0,0.0
max_no_improvement_generations_50,ButterflyGraph.col,0.00438369417190548,0.45218985080718993,166.66666666666666,166.66666666666666,3.0,0.4521898508071899,166.66666666666669,0.0
max_no_improvement_generations_50,CubeGraph.col,0.0050988826751708505,0.529895544052124,185.33333333333334,185.33333333333334,4.5,0.529895544052124,185.33333333333331,44.64399645812511
max_no_improvement_generations_50,Cycle3.col,0.00312168669700615,0.32205896377563475,150.0,150.0,2.0,0.3220589637756347,150.0,0.0
max_no_improvement_generations_50,Cycle4.col,0.00440983247756951,0.45243785381317136,200.0,200.0,2.0,0.4524378538131713,200.0,0.0
max_no_improvement_generations_50,Cycle5.col,0.00302175474166866,0.310230016708374,216.66666666666666,216.66666666666666,2.4,0.310230016708374,216.6666666666666,43.03314829119352
max_no_improvement_generations_50,DiamondGraph.col,0.0036935031414031495,0.3797852516174316,200.0,200.0,2.0,0.3797852516174316,200.0,0.0
max_no_improvement_generations_50,GrötzschGraph.col,0.00822033166885371,0.856756615638733,194.59523809523807,194.59523809523807,5.8,0.856756615638733,194.59523809523807,35.26919298476968
max_no_improvement_generations_50,K4Graph.col,0.00470582246780391,0.4943007230758667,133.33333333333334,133.33333333333334,3.0,0.4943007230758667,133.33333333333331,0.0
max_no_improvement_generations_50,K5Graph.col,0.00442940902709956,0.48979854583740234,125.0,125.0,4.0,0.48979854583740223,125.0,0.0
max_no_improvement_generations_50,LetterA.col,0.00417315769195551,0.42957487106323244,166.66666666666666,166.66666666666666,3.0,0.42957487106323244,166.66666666666669,0.0
max_no_improvement_generations_50,LetterB.col,0.0047581419944762605,0.48681116104125977,220.0,220.0,2.8,0.48681116104125965,220.0,42.1637021355784
max_no_improvement_generations_50,LetterC.col,0.00398936510086055,0.4076393604278564,200.0,200.0,2.0,0.4076393604278564,200.0,0.0
max_no_improvement_generations_50,LetterD.col,0.0038330826759337905,0.392484712600708,200.0,200.0,2.0,0.392484712600708,200.0,0.0
max_no_improvement_generations_50,LetterE.col,0.00391288542747493,0.403483247756958,260.0,260.0,2.4,0.403483247756958,260.0,51.63977794943222
max_no_improvement_generations_50,LetterF.col,0.00205445408821101,0.20957534313201903,241.66666666666666,241.66666666666666,2.1,0.209575343132019,241.6666666666666,26.352313834736503
max_no_improvement_generations_50,MoserSpindle.col,0.0031326270103453997,0.3259764432907104,180.83333333333331,180.83333333333331,3.9,0.3259764432907104,180.83333333333331,18.446619684315547
max_no_improvement_generations_50,Octahedron.col,0.003352616071701,0.35340378284454343,195.0,195.0,3.1,0.3534037828445434,195.0,15.8113883008419
max_no_improvement_generations_50,PetersenGraph.col,0.00585987520217891,0.6064790725708008,183.33333333333331,183.33333333333331,5.5,0.6064790725708008,183.33333333333331,17.56820922315767
max_no_improvement_generations_50,Square.col,0.0038275787830352203,0.3912216663360596,200.0,200.0,2.0,0.3912216663360596,200.0,0.0
max_no_improvement_generations_50,Triangle.col,0.00336048650741572,0.34578690528869627,150.0,150.0,2.0,0.3457869052886962,150.0,0.0
max_no_improvement_generations_50,Wheel6Graph.col,0.00473962974548337,0.5006147146224975,150.0,150.0,4.0,0.5006147146224975,150.0,0.0
max_no_improvement_generations_50,example_graph,0.005974376678466739,0.6096207618713378,180.0,180.0,4.5,0.6096207618713378,180.0,21.081851067789195
Overall,Overall,0.004276846242987541,0.44321469224017596,183.65631469979297,183.65631469979297,3.130434782608696,0.44321469224017584,183.65631469979297,13.73957390999738
