Experiment,Graph,Avg_Generation_Time,Total_Run_Time,Final_Fitness_Value,Best_Fitness_Value,Avg_Number_of_Colors_Used,Avg_Total_Time,Avg_Fitness,Fitness_Std
crossover_prob_0.8,BullGraph.col,0.00135863256454464,0.13956437110900874,125.0,125.0,4.0,0.1395643711090088,125.0,0.0
crossover_prob_0.8,ButterflyGraph.col,0.00125303387641903,0.12840597629547115,166.66666666666666,166.66666666666666,3.0,0.1284059762954711,166.66666666666669,0.0
crossover_prob_0.8,CubeGraph.col,0.00212211728096004,0.22054011821746822,188.0,188.0,4.3,0.22054011821746816,188.0,19.321835661585922
crossover_prob_0.8,Cycle3.col,0.0009533543586730398,0.09819593429565428,150.0,150.0,2.0,0.0981959342956542,150.0,0.0
crossover_prob_0.8,Cycle4.col,0.00110105013847345,0.11254389286041253,200.0,200.0,2.0,0.1125438928604126,200.0,0.0
crossover_prob_0.8,Cycle5.col,0.00122033333778378,0.12483494281768795,216.66666666666666,216.66666666666666,2.4,0.1248349428176879,216.66666666666669,43.03314829119353
crossover_prob_0.8,DiamondGraph.col,0.0010734686851501,0.11064407825469966,200.0,200.0,2.0,0.11064407825469971,200.0,0.0
crossover_prob_0.8,GrötzschGraph.col,0.0026780796051024897,0.2791578769683838,201.66666666666666,201.66666666666666,5.5,0.2791578769683838,201.66666666666669,19.325030145473438
crossover_prob_0.8,K4Graph.col,0.00102515554428095,0.10786833763122554,133.33333333333334,133.33333333333334,3.0,0.1078683376312255,133.33333333333331,0.0
crossover_prob_0.8,K5Graph.col,0.00141479086875911,0.15758931636810297,125.0,125.0,4.0,0.157589316368103,125.0,0.0
crossover_prob_0.8,LetterA.col,0.00123705816268917,0.12670726776123045,166.66666666666666,166.66666666666666,3.0,0.1267072677612304,166.66666666666669,0.0
crossover_prob_0.8,LetterB.col,0.00137425231933589,0.14153349399566645,255.0,255.0,2.5,0.1415334939956665,255.0,59.86094998689323
crossover_prob_0.8,LetterC.col,0.00104668712615962,0.10678060054779051,200.0,200.0,2.0,0.10678060054779051,200.0,0.0
crossover_prob_0.8,LetterD.col,0.00113353323936456,0.11658113002777096,200.0,200.0,2.0,0.116581130027771,200.0,0.0
crossover_prob_0.8,LetterE.col,0.0018083066940307202,0.19585812091827387,215.0,215.0,2.9,0.1958581209182739,215.0,47.43416490252569
crossover_prob_0.8,LetterF.col,0.0012184915542602201,0.12389652729034421,225.0,225.0,2.3,0.1238965272903442,225.0,40.25382429497066
crossover_prob_0.8,MoserSpindle.col,0.00154548311233515,0.16035320758819577,177.33333333333331,177.33333333333331,4.0,0.1603532075881958,177.33333333333334,22.542141605183573
crossover_prob_0.8,Octahedron.col,0.0015633831024169601,0.16556372642517087,200.0,200.0,3.0,0.1655637264251709,200.0,0.0
crossover_prob_0.8,PetersenGraph.col,0.0023654937744140097,0.25246081352233884,188.33333333333331,188.33333333333331,5.4,0.2524608135223388,188.33333333333331,27.27319490807462
crossover_prob_0.8,Square.col,0.00108583807945246,0.11148357391357418,200.0,200.0,2.0,0.11148357391357419,200.0,0.0
crossover_prob_0.8,Triangle.col,0.00099190330505367,0.10252306461334224,150.0,150.0,2.0,0.1025230646133422,150.0,0.0
crossover_prob_0.8,Wheel6Graph.col,0.00138253521919245,0.14466867446899412,150.0,150.0,4.0,0.1446686744689941,150.0,0.0
crossover_prob_0.8,example_graph,0.00143865871429439,0.14806146621704097,201.33333333333334,201.33333333333334,4.1,0.148061466217041,201.33333333333331,38.9745089215889
Overall,Overall,0.0014083322027454738,0.1467746309612108,184.1304347826087,184.1304347826087,3.104347826086957,0.14677463096121082,184.1304347826087,13.826904292064764
