Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
crossover_prob_0.8,LetterF.col,1,0.001515505313873291,0.15555214881896973,166.66666666666666,166.66666666666666,3,0.1547220230102539,241.66666666666666
crossover_prob_0.8,LetterF.col,2,0.0021047449111938478,0.21547436714172363,250.0,250.0,2,0.1547220230102539,241.66666666666666
crossover_prob_0.8,LetterF.col,3,0.0025002741813659668,0.2550351619720459,250.0,250.0,2,0.1547220230102539,241.66666666666666
crossover_prob_0.8,LetterF.col,4,0.0013161444664001466,0.13561201095581055,250.0,250.0,2,0.1547220230102539,241.66666666666666
crossover_prob_0.8,LetterF.col,5,0.0011994433403015137,0.12190699577331543,250.0,250.0,2,0.1547220230102539,241.66666666666666
crossover_prob_0.8,LetterF.col,6,0.0015435671806335448,0.15632343292236328,250.0,250.0,2,0.1547220230102539,241.66666666666666
crossover_prob_0.8,LetterF.col,7,0.0012058663368225099,0.12358832359313965,250.0,250.0,2,0.1547220230102539,241.66666666666666
crossover_prob_0.8,LetterF.col,8,0.0013815593719482423,0.14015579223632812,250.0,250.0,2,0.1547220230102539,241.66666666666666
crossover_prob_0.8,LetterF.col,9,0.001182870864868164,0.12128758430480957,250.0,250.0,2,0.1547220230102539,241.66666666666666
crossover_prob_0.8,LetterF.col,10,0.0011963129043579101,0.1222844123840332,250.0,250.0,2,0.1547220230102539,241.66666666666666
