Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
crossover_prob_0.6,Cycle5.col,1,0.0011808228492736815,0.12108278274536133,166.66666666666666,166.66666666666666,3,0.12476203441619874,208.33333333333334
crossover_prob_0.6,Cycle5.col,2,0.0012806320190429687,0.13006305694580078,166.66666666666666,166.66666666666666,3,0.12476203441619874,208.33333333333334
crossover_prob_0.6,Cycle5.col,3,0.0012472772598266602,0.12884187698364258,250.0,250.0,2,0.12476203441619874,208.33333333333334
crossover_prob_0.6,Cycle5.col,4,0.0012441468238830566,0.1273798942565918,250.0,250.0,2,0.12476203441619874,208.33333333333334
crossover_prob_0.6,Cycle5.col,5,0.001154017448425293,0.11842560768127441,250.0,250.0,2,0.12476203441619874,208.33333333333334
crossover_prob_0.6,Cycle5.col,6,0.0011724209785461425,0.12116169929504395,250.0,250.0,2,0.12476203441619874,208.33333333333334
crossover_prob_0.6,Cycle5.col,7,0.0012149405479431152,0.12656927108764648,166.66666666666666,166.66666666666666,3,0.12476203441619874,208.33333333333334
crossover_prob_0.6,Cycle5.col,8,0.0011803674697875976,0.12303662300109863,166.66666666666666,166.66666666666666,3,0.12476203441619874,208.33333333333334
crossover_prob_0.6,Cycle5.col,9,0.0012469005584716797,0.12769007682800293,250.0,250.0,2,0.12476203441619874,208.33333333333334
crossover_prob_0.6,Cycle5.col,10,0.001203310489654541,0.12336945533752441,166.66666666666666,166.66666666666666,3,0.12476203441619874,208.33333333333334
