Experiment,Graph,Run,Avg Generation Time,Total Run Time,Final Fitness Value,Best Fitness Value,Avg Number of Colors Used,Average Total Time,Average Fitness
crossover_prob_0.9,GrötzschGraph.col,1,0.0025582194328308107,0.26781773567199707,183.33333333333334,183.33333333333334,6,0.2593958854675293,186.99999999999997
crossover_prob_0.9,GrötzschGraph.col,2,0.0022322559356689454,0.23278021812438965,183.33333333333334,183.33333333333334,6,0.2593958854675293,186.99999999999997
crossover_prob_0.9,GrötzschGraph.col,3,0.0021982812881469727,0.22894835472106934,183.33333333333334,183.33333333333334,6,0.2593958854675293,186.99999999999997
crossover_prob_0.9,GrötzschGraph.col,4,0.0020867919921875,0.21869587898254395,183.33333333333334,183.33333333333334,6,0.2593958854675293,186.99999999999997
crossover_prob_0.9,GrötzschGraph.col,5,0.0023845767974853514,0.24749040603637695,183.33333333333334,183.33333333333334,6,0.2593958854675293,186.99999999999997
crossover_prob_0.9,GrötzschGraph.col,6,0.0026565337181091307,0.2756621837615967,220.0,220.0,5,0.2593958854675293,186.99999999999997
crossover_prob_0.9,GrötzschGraph.col,7,0.0027814412117004392,0.2881443500518799,183.33333333333334,183.33333333333334,6,0.2593958854675293,186.99999999999997
crossover_prob_0.9,GrötzschGraph.col,8,0.0026851630210876463,0.2810814380645752,183.33333333333334,183.33333333333334,6,0.2593958854675293,186.99999999999997
crossover_prob_0.9,GrötzschGraph.col,9,0.0026347851753234864,0.2759876251220703,183.33333333333334,183.33333333333334,6,0.2593958854675293,186.99999999999997
crossover_prob_0.9,GrötzschGraph.col,10,0.002673468589782715,0.27735066413879395,183.33333333333334,183.33333333333334,6,0.2593958854675293,186.99999999999997
